rep,r,rho,lambda,init,iter,delta_r,delta_c,delta
39,80,0.7,0.5,identity,5,3.3207048867453286e-05,1.180650904827074e-05,2.2506778957862014e-05
39,80,0.7,0.5,identity,6,2.7212605835519008e-06,9.389112319663536e-07,1.8300859077591273e-06
39,80,0.7,0.5,identity,7,2.2895306817995467e-07,7.704948128984429e-08,1.5300127473489947e-07
39,80,0.7,0.5,identity,8,1.964391400341946e-08,6.469758506171387e-09,1.3056836254795425e-08
39,80,0.7,0.5,identity,9,1.7116189697850312e-09,5.53153391190299e-10,1.1323861804876652e-09
39,80,0.7,0.5,identity,10,1.5101973491459967e-10,4.800060830827386e-11,9.951017161143676e-11
39,80,0.7,0.5,identity,11,1.3464079984203142e-11,4.217692876656137e-12,8.84088643042964e-12
39,80,0.7,0.5,identity,12,1.2108727313469195e-12,3.7458057746344967e-13,7.927266544051846e-13
39,80,0.7,0.5,identity,13,1.0972973226317175e-13,3.3642912518426256e-14,7.1686322390799e-14
39,80,0.7,0.5,identity,14,9.998207898441398e-15,3.131838617472232e-15,6.5650232579568145e-15
39,80,0.7,0.5,identity,15,9.910001513153616e-16,6.536192021926498e-16,8.223096767540057e-16
39,80,0.7,0.5,identity,16,3.7876255549248527e-16,4.440915165129613e-16,4.1142703600272327e-16
39,80,0.7,0.5,identity,17,3.05613883099738e-16,3.145903699476926e-16,3.1010212652371527e-16
39,80,0.7,0.5,identity,18,3.0446755022992435e-16,3.833515826993432e-16,3.4390956646463375e-16
39,80,0.7,0.5,identity,19,3.1126850625318936e-16,3.3549132702814967e-16,3.233799166406695e-16
39,80,0.7,0.5,identity,20,3.6107795935940064e-16,3.5723105901822597e-16,3.591545091888133e-16
40,80,0.7,0.5,identity,1,0.7204637727470012,0.5675150612166188,0.64398941698181
40,80,0.7,0.5,identity,2,0.08709401612698679,0.03227332249123037,0.05968366930910858
40,80,0.7,0.5,identity,3,0.005313575151354245,0.002139024416326942,0.0037262997838405938
40,80,0.7,0.5,identity,4,0.00038906457548119303,0.00014718218796985487,0.00026812338172552396
40,80,0.7,0.5,identity,5,3.095573322095944e-05,1.1079888085518318e-05,2.101781065323888e-05
40,80,0.7,0.5,identity,6,2.5752895808214136e-06,8.823880113101102e-07,1.728838796065762e-06
40,80,0.7,0.5,identity,7,2.1982623311906475e-07,7.280845150115518e-08,1.4631734231010995e-07
40,80,0.7,0.5,identity,8,1.9062556567156795e-08,6.1485932467323805e-09,1.2605574906944587e-08
40,80,0.7,0.5,identity,9,1.6700022674173678e-09,5.274910984618371e-10,1.0987466829396025e-09
40,80,0.7,0.5,identity,10,1.4732391521529372e-10,4.5760073646760154e-11,9.654199443102694e-11
40,80,0.7,0.5,identity,11,1.3061360863256574e-11,4.002054987938207e-12,8.53170792559739e-12
40,80,0.7,0.5,identity,12,1.1622868313093812e-12,3.5214105804868224e-13,7.572139446790317e-13
40,80,0.7,0.5,identity,13,1.03751674989736e-13,3.122227972475179e-14,6.74869773572439e-14
40,80,0.7,0.5,identity,14,9.256833629823092e-15,2.7660549894177184e-15,6.011444309620405e-15
40,80,0.7,0.5,identity,15,9.187874512014465e-16,5.017867728215788e-16,7.102871120115127e-16
40,80,0.7,0.5,identity,16,3.5586541664742254e-16,3.724270340271737e-16,3.641462253372981e-16
40,80,0.7,0.5,identity,17,3.0155572448708263e-16,2.9603016094121595e-16,2.987929427141493e-16
40,80,0.7,0.5,identity,18,3.1826604223455907e-16,3.497935436477743e-16,3.340297929411667e-16
40,80,0.7,0.5,identity,19,3.0810926391212233e-16,3.4102416259246407e-16,3.2456671325229323e-16
40,80,0.7,0.5,identity,20,3.158336772728268e-16,3.2865327916883256e-16,3.222434782208297e-16
41,80,0.7,0.5,identity,1,0.7217143536877878,0.5655992048098725,0.6436567792488301
41,80,0.7,0.5,identity,2,0.08839306247302592,0.031019848933951627,0.05970645570348877
41,80,0.7,0.5,identity,3,0.005458460318582428,0.0020320684916940077,0.003745264405138218
41,80,0.7,0.5,identity,4,0.0004012766208707441,0.00013842719341302986,0.000269851907141887
41,80,0.7,0.5,identity,5,3.173722938939928e-05,1.0320353019057411e-05,2.1028791204228344e-05
41,80,0.7,0.5,identity,6,2.6112911014498208e-06,8.134463691253922e-07,1.7123687352876065e-06
41,80,0.7,0.5,identity,7,2.2015638931299706e-07,6.644574488141095e-08,1.43301067097204e-07
41,80,0.7,0.5,identity,8,1.8870632589661205e-08,5.5627957642573985e-09,1.2216714176959302e-08
41,80,0.7,0.5,identity,9,1.6370294375194883e-09,4.741673712325898e-10,1.055598404376039e-09
41,80,0.7,0.5,identity,10,1.4332123136726775e-10,4.0976116340330154e-11,9.214867385379895e-11
41,80,0.7,0.5,identity,11,1.2639381298962073e-11,3.5795620541762117e-12,8.109471676569143e-12
41,80,0.7,0.5,identity,12,1.1212481733497737e-12,3.153267741597509e-13,7.182874737547623e-13
41,80,0.7,0.5,identity,13,9.996211914645669e-14,2.803872642892053e-14,6.400042278768861e-14
41,80,0.7,0.5,identity,14,8.935936017711619e-15,2.5238524438881204e-15,5.72989423079987e-15
41,80,0.7,0.5,identity,15,8.877391230378699e-16,6.093972287038323e-16,7.4856817587085115e-16
41,80,0.7,0.5,identity,16,3.315282079475456e-16,3.9200095960074806e-16,3.6176458377414683e-16
41,80,0.7,0.5,identity,17,3.1587745668163484e-16,6.441442248934794e-16,4.800108407875571e-16
41,80,0.7,0.5,identity,18,3.257895864331125e-16,6.301017187447646e-16,4.779456525889385e-16
41,80,0.7,0.5,identity,19,3.022554407741168e-16,3.6175851138091774e-16,3.3200697607751724e-16
41,80,0.7,0.5,identity,20,3.027561796440478e-16,3.098066943638443e-16,3.0628143700394603e-16
42,80,0.7,0.5,identity,1,0.7170778248724494,0.5671875227173776,0.6421326737949136
42,80,0.7,0.5,identity,2,0.08633876971530545,0.03097682704965855,0.058657798382482
42,80,0.7,0.5,identity,3,0.005295165203304969,0.002085965995499649,0.003690565599402309
42,80,0.7,0.5,identity,4,0.0003918329388317688,0.00014959243424097455,0.0002707126865363717
42,80,0.7,0.5,identity,5,3.15914634755343e-05,1.1775180513880953e-05,2.1683321994707626e-05
42,80,0.7,0.5,identity,6,2.671765937621043e-06,9.783283748761328e-07,1.825047156248588e-06
42,80,0.7,0.5,identity,7,2.325840796693726e-07,8.400323745209484e-08,1.5829365856073372e-07
42,80,0.7,0.5,identity,8,2.062685208374931e-08,7.3701761742356565e-09,1.3998514128992483e-08
42,80,0.7,0.5,identity,9,1.852694190019921e-09,6.564530983404792e-10,1.2545736441802e-09
42,80,0.7,0.5,identity,10,1.6794309402280023e-10,5.911963534594243e-11,1.1353136468437132e-10
42,80,0.7,0.5,identity,11,1.5329576780973148e-11,5.369289879742734e-12,1.0349433330357941e-11
42,80,0.7,0.5,identity,12,1.4069307375252764e-12,4.907840411946124e-13,9.488573893599444e-13
42,80,0.7,0.5,identity,13,1.2968228899774572e-13,4.5136261042427516e-14,8.740927502008662e-14
42,80,0.7,0.5,identity,14,1.1891775376510812e-14,4.159128344813651e-15,8.025451860662231e-15
42,80,0.7,0.5,identity,15,1.2082818429360555e-15,5.276740944391693e-16,8.679779686876125e-16
42,80,0.7,0.5,identity,16,3.2452775797851295e-16,3.480124856026663e-16,3.3627012179058963e-16
42,80,0.7,0.5,identity,17,5.11760147222418e-16,3.29553405891166e-16,4.20656776556792e-16
42,80,0.7,0.5,identity,18,3.742235534495886e-16,4.1547823966800086e-16,3.948508965587947e-16
42,80,0.7,0.5,identity,19,3.317755705105176e-16,3.092043145032448e-16,3.204899425068812e-16
42,80,0.7,0.5,identity,20,3.420803875932607e-16,4.422171569939775e-16,3.921487722936191e-16
43,80,0.7,0.5,identity,1,0.7243664805575213,0.5614851987430938,0.6429258396503075
43,80,0.7,0.5,identity,2,0.08553553104259463,0.030117128244149076,0.05782632964337185
43,80,0.7,0.5,identity,3,0.00537366948913029,0.002038245303657358,0.003705957396393824
43,80,0.7,0.5,identity,4,0.0004037975026121668,0.00014498171998972534,0.00027438961130094605
43,80,0.7,0.5,identity,5,3.258674472517157e-05,1.1242516078674478e-05,2.1914630401923023e-05
43,80,0.7,0.5,identity,6,2.730327038234716e-06,9.170351850423923e-07,1.8236811116385542e-06
43,80,0.7,0.5,identity,7,2.3400073740739291e-07,7.715519386927953e-08,1.5557796563833623e-07
43,80,0.7,0.5,identity,8,2.03568708589016e-08,6.624925386459382e-09,1.349089812268049e-08
43,80,0.7,0.5,identity,9,1.789895008713187e-09,5.770046528586619e-10,1.1834498307859245e-09
43,80,0.7,0.5,identity,10,1.5865786934594937e-10,5.0787797415346793e-11,1.0472283338064809e-10
43,80,0.7,0.5,identity,11,1.4155510776112057e-11,4.507273407765422e-12,9.33139209193874e-12
43,80,0.7,0.5,identity,12,1.269948626880137e-12,4.026502949672378e-13,8.362994609236874e-13
43,80,0.7,0.5,identity,13,1.1450012416796032e-13,3.627757374703923e-14,7.538884895749978e-14
43,80,0.7,0.5,identity,14,1.0371860379139049e-14,3.202364919515844e-15,6.787112649327447e-15
43,80,0.7,0.5,identity,15,9.793777243042444e-16,4.3243929366483094e-16,7.059085089845377e-16
43,80,0.7,0.5,identity,16,3.2457444580787497e-16,3.1119229727306376e-16,3.1788337154046937e-16
43,80,0.7,0.5,identity,17,3.326669049967303e-16,3.2310514437965854e-16,3.2788602468819446e-16
43,80,0.7,0.5,identity,18,3.0913438885305714e-16,3.3616834308948233e-16,3.2265136597126973e-16
43,80,0.7,0.5,identity,19,3.2616017515469777e-16,4.358840446631657e-16,3.8102210990893177e-16
43,80,0.7,0.5,identity,20,3.1897794818505823e-16,3.064513000467523e-16,3.1271462411590525e-16
44,80,0.7,0.5,identity,1,0.7023825641022111,0.5650111413978967,0.6336968527500539
44,80,0.7,0.5,identity,2,0.08229211609188548,0.029161349400218247,0.05572673274605187
44,80,0.7,0.5,identity,3,0.004692885946524788,0.001821389725287081,0.0032571378359059345
44,80,0.7,0.5,identity,4,0.00032729513062046444,0.00012140766623442382,0.00022435139842744413
44,80,0.7,0.5,identity,5,2.492685861919336e-05,8.971211403923776e-06,1.694903501155857e-05
44,80,0.7,0.5,identity,6,1.9954212078449754e-06,7.052925810619433e-07,1.3503568944534594e-06
44,80,0.7,0.5,identity,7,1.6500046053734561e-07,5.765606792006756e-08,1.1132826422870658e-07
44,80,0.7,0.5,identity,8,1.3959561836867666e-08,4.838813729708509e-09,9.399187783288087e-09
44,80,0.7,0.5,identity,9,1.2013123838962996e-09,4.137785523044558e-10,8.075454681003777e-10
44,80,0.7,0.5,identity,10,1.0475554174325624e-10,3.588193159502752e-11,7.031873666914188e-11
44,80,0.7,0.5,identity,11,9.231876245454024e-12,3.1457320983306806e-12,6.188804171892352e-12
44,80,0.7,0.5,identity,12,8.206385076102625e-13,2.7820244842684355e-13,5.494204780185531e-13
44,80,0.7,0.5,identity,13,7.346636333989575e-14,2.4727180994785047e-14,4.9096772167340396e-14
44,80,0.7,0.5,identity,14,6.6571758771706594e-15,2.424216090583131e-15,4.540695983876895e-15
44,80,0.7,0.5,identity,15,6.781952247262225e-16,5.456727577768556e-16,6.11933991251539e-16
44,80,0.7,0.5,identity,16,3.163206570040132e-16,4.931059925993713e-16,4.047133248016922e-16
44,80,0.7,0.5,identity,17,3.0419929722012746e-16,5.223853450340013e-16,4.132923211270644e-16
44,80,0.7,0.5,identity,18,3.0818186308459905e-16,3.465698849817687e-16,3.2737587403318387e-16
44,80,0.7,0.5,identity,19,3.109577943860619e-16,3.0893343169778624e-16,3.0994561304192406e-16
44,80,0.7,0.5,identity,20,3.149335367955675e-16,3.236173151450155e-16,3.192754259702915e-16
45,80,0.7,0.5,identity,1,0.7235672952378651,0.5629283869151522,0.6432478410765087
45,80,0.7,0.5,identity,2,0.08530214900752331,0.02855615952502705,0.05692915426627518
45,80,0.7,0.5,identity,3,0.004975618596409619,0.0018067091831698533,0.0033911638897897362
45,80,0.7,0.5,identity,4,0.00034500341624504074,0.00012012281799727168,0.00023256311712115623
45,80,0.7,0.5,identity,5,2.5734859082863672e-05,8.703582976992528e-06,1.72192210299281e-05
45,80,0.7,0.5,identity,6,1.9986175423013825e-06,6.63063116203353e-07,1.3308403292523676e-06
45,80,0.7,0.5,identity,7,1.5930360231643157e-07,5.2185037077897586e-08,1.0574431969716458e-07
45,80,0.7,0.5,identity,8,1.293859285613701e-08,4.204792689849786e-09,8.571692772993397e-09
45,80,0.7,0.5,identity,9,1.0666845935573254e-09,3.450650678068697e-10,7.058748306820976e-10
45,80,0.7,0.5,identity,10,8.906528465872138e-11,2.874721747743471e-11,5.890625106807804e-11
45,80,0.7,0.5,identity,11,7.521293147237236e-12,2.425638081746341e-12,4.973465614491789e-12
45,80,0.7,0.5,identity,12,6.417585617355566e-13,2.0700618334669476e-13,4.2438237254112567e-13
45,80,0.7,0.5,identity,13,5.5332579971707736e-14,1.790320628142264e-14,3.661789312656519e-14
45,80,0.7,0.5,identity,14,4.7762624632432695e-15,1.6225389191896189e-15,3.199400691216444e-15
45,80,0.7,0.5,identity,15,4.932243684632865e-16,5.601076127047412e-16,5.266659905840139e-16
45,80,0.7,0.5,identity,16,3.4093757375614914e-16,4.3755083921821545e-16,3.892442064871823e-16
45,80,0.7,0.5,identity,17,3.1315718290820304e-16,3.203812187110294e-16,3.167692008096162e-16
45,80,0.7,0.5,identity,18,3.099351859160835e-16,3.794349331032837e-16,3.446850595096836e-16
45,80,0.7,0.5,identity,19,3.081117234490226e-16,3.6557638299997065e-16,3.3684405322449664e-16
45,80,0.7,0.5,identity,20,3.3749081540382e-16,3.2846094012985483e-16,3.329758777668374e-16
46,80,0.7,0.5,identity,1,0.7481723389920772,0.5655731629646468,0.6568727509783621
46,80,0.7,0.5,identity,2,0.08719766997615817,0.030067043676007224,0.0586323568260827
46,80,0.7,0.5,identity,3,0.005375546665167773,0.00195875456861091,0.0036671506168893414
46,80,0.7,0.5,identity,4,0.00038199421149068345,0.00013226496932866363,0.00025712959040967355
46,80,0.7,0.5,identity,5,2.894743036142324e-05,9.70506088966682e-06,1.932624562554503e-05
46,80,0.7,0.5,identity,6,2.286156066027748e-06,7.509371649898817e-07,1.5185466155088148e-06
46,80,0.7,0.5,identity,7,1.86052125991053e-07,6.023089448526233e-08,1.2314151023815766e-07
46,80,0.7,0.5,identity,8,1.5494106929355163e-08,4.958195206100514e-09,1.0226151067727838e-08
46,80,0.7,0.5,identity,9,1.3141030556921365e-09,4.162974214378277e-10,8.652002385649821e-10
46,80,0.7,0.5,identity,10,1.1311592552420063e-10,3.5502519138568644e-11,7.430922233138463e-11
46,80,0.7,0.5,identity,11,9.856554283700408e-12,3.066557382905784e-12,6.461555833303095e-12
46,80,0.7,0.5,identity,12,8.677166799634884e-13,2.677515298968079e-13,5.677341049301482e-13
46,80,0.7,0.5,identity,13,7.700595276100105e-14,2.3467206401010835e-14,5.0236579581005946e-14
46,80,0.7,0.5,identity,14,6.895224078623045e-15,2.1397568816499354e-15,4.51749048013649e-15
46,80,0.7,0.5,identity,15,6.513981313498346e-16,3.655851228506447e-16,5.084916271002396e-16
46,80,0.7,0.5,identity,16,3.373188232617972e-16,3.900447271480043e-16,3.6368177520490075e-16
46,80,0.7,0.5,identity,17,3.8279673961276344e-16,3.0690525835430437e-16,3.448509989835339e-16
46,80,0.7,0.5,identity,18,3.359467714654127e-16,4.244394621848221e-16,3.801931168251174e-16
46,80,0.7,0.5,identity,19,3.243622646845348e-16,3.096043365081714e-16,3.169833005963531e-16
46,80,0.7,0.5,identity,20,4.130863586924486e-16,3.299810156960588e-16,3.715336871942537e-16
47,80,0.7,0.5,identity,1,0.7170053007617693,0.569559402548092,0.6432823516549306
47,80,0.7,0.5,identity,2,0.08892582086701475,0.032780393590510035,0.060853107228762394
47,80,0.7,0.5,identity,3,0.00518821644589643,0.002045909158635542,0.003617062802265986
47,80,0.7,0.5,identity,4,0.00036048650419606666,0.000131873423825955,0.00024617996401101084
47,80,0.7,0.5,identity,5,2.7369010663448784e-05,9.41977560743333e-06,1.839439313544106e-05
47,80,0.7,0.5,identity,6,2.1898163419160776e-06,7.218393033749469e-07,1.4558278226455124e-06
47,80,0.7,0.5,identity,7,1.8125694330670295e-07,5.8033704229513325e-08,1.1964532376810813e-07
47,80,0.7,0.5,identity,8,1.5362524432276184e-08,4.826209452943266e-09,1.0094366942609725e-08
47,80,0.7,0.5,identity,9,1.325056246365375e-09,4.1136333785417826e-10,8.682097921097766e-10
47,80,0.7,0.5,identity,10,1.1584621486917167e-10,3.571645267439191e-11,7.578133377178179e-11
47,80,0.7,0.5,identity,11,1.0238021144667585e-11,3.1453545241300042e-12,6.6916878343987946e-12
47,80,0.7,0.5,identity,12,9.12827090928158e-13,2.8018365817859226e-13,5.965053745533751e-13
47,80,0.7,0.5,identity,13,8.20108871049106e-14,2.5149817210290183e-14,5.3580352157600396e-14
47,80,0.7,0.5,identity,14,7.397179695733997e-15,2.250276885777534e-15,4.823728290755765e-15
47,80,0.7,0.5,identity,15,7.289864261205219e-16,4.03915218690423e-16,5.664508224054724e-16
47,80,0.7,0.5,identity,16,3.805879847492303e-16,5.133654093077542e-16,4.469766970284922e-16
47,80,0.7,0.5,identity,17,3.4027893256069656e-16,4.887248559580399e-16,4.1450189425936826e-16
47,80,0.7,0.5,identity,18,3.336521957992264e-16,4.829957296307715e-16,4.08323962714999e-16
47,80,0.7,0.5,identity,19,3.25398821574862e-16,3.621074027320154e-16,3.4375311215343866e-16
47,80,0.7,0.5,identity,20,3.207483032123532e-16,4.3459562057114886e-16,3.77671961891751e-16
48,80,0.7,0.5,identity,1,0.7098001027075396,0.5640836055711151,0.6369418541393274
48,80,0.7,0.5,identity,2,0.08240470168886785,0.0294267477642945,0.05591572472658117
48,80,0.7,0.5,identity,3,0.004713742093963254,0.001804552207657258,0.0032591471508102558
48,80,0.7,0.5,identity,4,0.0003225564813823805,0.0001161878594497027,0.0002193721704160416
48,80,0.7,0.5,identity,5,2.3910991202037054e-05,8.230010733717647e-06,1.607050096787735e-05
48,80,0.7,0.5,identity,6,1.8644935674629327e-06,6.217024860879783e-07,1.2430980267754555e-06
48,80,0.7,0.5,identity,7,1.5074285657910732e-07,4.915536989484991e-08,9.994911323697862e-08
48,80,0.7,0.5,identity,8,1.2521329885581556e-08,4.018794602060307e-09,8.270062243820932e-09
48,80,0.7,0.5,identity,9,1.0614815702820424e-09,3.3681443963122187e-10,6.991480049566322e-10
48,80,0.7,0.5,identity,10,9.137440011258215e-11,2.8751870287309952e-11,6.006313519994605e-11
48,80,0.7,0.5,identity,11,7.9564547425875e-12,2.4879550704870494e-12,5.222204906537275e-12
48,80,0.7,0.5,identity,12,6.987401252552937e-13,2.1741748697473833e-13,4.58078806115016e-13
48,80,0.7,0.5,identity,13,6.175303197863705e-14,1.917078052302999e-14,4.046190625083352e-14
48,80,0.7,0.5,identity,14,5.5660565137967925e-15,1.7878049410460176e-15,3.676930727421405e-15
48,80,0.7,0.5,identity,15,5.903333113900949e-16,4.1706592426188867e-16,5.036996178259918e-16
48,80,0.7,0.5,identity,16,3.12430981489176e-16,4.951730761156424e-16,4.0380202880240926e-16
48,80,0.7,0.5,identity,17,3.26857036787325e-16,3.6144478710071227e-16,3.4415091194401864e-16
48,80,0.7,0.5,identity,18,3.3286521258933425e-16,3.468473134646247e-16,3.3985626302697944e-16
48,80,0.7,0.5,identity,19,3.9631622498497756e-16,3.355775780167499e-16,3.659469015008637e-16
48,80,0.7,0.5,identity,20,3.338979212187424e-16,3.334791924655111e-16,3.3368855684212675e-16
49,80,0.7,0.5,identity,1,0.7203282960191328,0.5667108697352103,0.6435195828771716
49,80,0.7,0.5,identity,2,0.08844169999711003,0.030516337961506563,0.059479018979308296
49,80,0.7,0.5,identity,3,0.0056223675372620175,0.0020597050083230838,0.0038410362727925506
49,80,0.7,0.5,identity,4,0.00042650153094456254,0.00014675990069365223,0.0002866307158191074
49,80,0.7,0.5,identity,5,3.435585355830318e-05,1.1367611607765512e-05,2.2861732583034346e-05
49,80,0.7,0.5,identity,6,2.845853447212145e-06,9.211623147908027e-07,1.8835078810014738e-06
49,80,0.7,0.5,identity,7,2.3960753187447486e-07,7.662049198593588e-08,1.5811401193020536e-07
49,80,0.7,0.5,identity,8,2.039867451350502e-08,6.480406996920395e-09,1.3439540755212709e-08
49,80,0.7,0.5,identity,9,1.7511078715576826e-09,5.544594287321758e-10,1.1527836501449292e-09
49,80,0.7,0.5,identity,10,1.5132090268427686e-10,4.7843144507971316e-11,9.958202359612409e-11
49,80,0.7,0.5,identity,11,1.3148137149969273e-11,4.15525400859867e-12,8.651695579283971e-12
49,80,0.7,0.5,identity,12,1.1476746703756552e-12,3.6280349086284454e-13,7.552390806192499e-13
49,80,0.7,0.5,identity,13,1.0063629029001862e-13,3.178787413239088e-14,6.621208221120474e-14
49,80,0.7,0.5,identity,14,8.80793315409737e-15,2.7555711130744246e-15,5.781752133585897e-15
49,80,0.7,0.5,identity,15,8.98025744542244e-16,6.6748196501588065e-16,7.827538547790624e-16
49,80,0.7,0.5,identity,16,3.978072170194536e-16,5.420431086664537e-16,4.699251628429536e-16
49,80,0.7,0.5,identity,17,3.185325816832406e-16,3.695272584794154e-16,3.44029920081328e-16
49,80,0.7,0.5,identity,18,3.075292676761699e-16,3.4034982734467065e-16,3.239395475104203e-16
49,80,0.7,0.5,identity,19,2.981158843655586e-16,3.3722381064378637e-16,3.176698475046725e-16
49,80,0.7,0.5,identity,20,3.145752927813575e-16,3.329231526081323e-16,3.237492226947449e-16
0,80,0.7,0.5,random,1,0.790845837006358,0.884422202668881,0.8376340198376195
0,80,0.7,0.5,random,2,0.09272816239938042,0.030942635345378847,0.061835398872379634
0,80,0.7,0.5,random,3,0.00577752897516651,0.002095329955420684,0.003936429465293597
0,80,0.7,0.5,random,4,0.0004272053978900861,0.0001464253224709432,0.00028681536018051464
0,80,0.7,0.5,random,5,3.3551214522492805e-05,1.105414216041278e-05,2.2302678341452793e-05
0,80,0.7,0.5,random,6,2.7284708922685083e-06,8.747513059443091e-07,1.8016110991064087e-06
0,80,0.7,0.5,random,7,2.2718011833370203e-07,7.135066454526048e-08,1.4926539143948127e-07
0,80,0.7,0.5,random,8,1.9238296092659358e-08,5.942577850028907e-09,1.2590436971344132e-08
0,80,0.7,0.5,random,9,1.6497379842743096e-09,5.024991066894735e-10,1.0761185454818917e-09
0,80,0.7,0.5,random,10,1.4283341624842898e-10,4.298226730918017e-11,9.290784177880458e-11
0,80,0.7,0.5,random,11,1.2460113119580561e-11,3.709974127056281e-12,8.085043623318422e-12
0,80,0.7,0.5,random,12,1.0935930895583256e-12,3.2272332107561754e-13,7.081582053169716e-13
0,80,0.7,0.5,random,13,9.65098296353076e-14,2.8345089193780076e-14,6.242745941454383e-14
0,80,0.7,0.5,random,14,8.579573220142236e-15,2.4296030158177116e-15,5.5045881179799735e-15
0,80,0.7,0.5,random,15,8.075383327872124e-16,4.0762833559856126e-16,6.075833341928868e-16
0,80,0.7,0.5,random,16,3.205079413717217e-16,3.893308940268007e-16,3.549194176992612e-16
0,80,0.7,0.5,random,17,3.1280356825118237e-16,3.6454308657642767e-16,3.3867332741380505e-16
0,80,0.7,0.5,random,18,3.0996714393770887e-16,3.8360198035407667e-16,3.4678456214589277e-16
0,80,0.7,0.5,random,19,3.762830294330835e-16,3.6207571601764027e-16,3.691793727253619e-16
0,80,0.7,0.5,random,20,2.865949517111714e-16,3.157303135700865e-16,3.0116263264062897e-16
1,80,0.7,0.5,random,1,0.7886658056307827,0.8846186340760113,0.8366422198533969
1,80,0.7,0.5,random,2,0.09653039405363917,0.03267908247636048,0.06460473826499982
1,80,0.7,0.5,random,3,0.0056798368907156555,0.00211487794333294,0.0038973574170242976
1,80,0.7,0.5,random,4,0.00039233084044868426,0.00013946448693179567,0.00026589766369024
1,80,0.7,0.5,random,5,2.9137871038435867e-05,9.996950573627604e-06,1.9567410806031734e-05
1,80,0.7,0.5,random,6,2.2532628659158852e-06,7.537874049749181e-07,1.5035251354454016e-06
1,80,0.7,0.5,random,7,1.7890850626581764e-07,5.8707592283291004e-08,1.1880804927455433e-07
1,80,0.7,0.5,random,8,1.448629928879095e-08,4.678263604361378e-09,9.582281446576164e-09
1,80,0.7,0.5,random,9,1.1916843561730135e-09,3.7944872025885796e-10,7.855665382159357e-10
1,80,0.7,0.5,random,10,9.935756805361237e-11,3.12287508454726e-11,6.529315944954248e-11
1,80,0.7,0.5,random,11,8.381479612086512e-12,2.602719879365314e-12,5.492099745725913e-12
1,80,0.7,0.5,random,12,7.143626298600388e-13,2.1932419020123567e-13,4.668434100306373e-13
1,80,0.7,0.5,random,13,6.151464678795816e-14,1.8711842590798562e-14,4.0113244689378365e-14
1,80,0.7,0.5,random,14,5.28878692178217e-15,1.5994635739981612e-15,3.4441252478901658e-15
1,80,0.7,0.5,random,15,5.795569946977606e-16,5.254312442627513e-16,5.524941194802559e-16
1,80,0.7,0.5,random,16,3.9095984250339834e-16,3.940669344119717e-16,3.9251338845768505e-16
1,80,0.7,0.5,random,17,3.6528146805671445e-16,3.0939143359806063e-16,3.373364508273875e-16
1,80,0.7,0.5,random,18,2.939259208450495e-16,3.297087882787583e-16,3.118173545619039e-16
1,80,0.7,0.5,random,19,2.9828027653130586e-16,2.978453639920411e-16,2.980628202616735e-16
1,80,0.7,0.5,random,20,3.0348728290510007e-16,3.1553224566685313e-16,3.0950976428597657e-16
2,80,0.7,0.5,random,1,0.7854708747553976,0.883126782632642,0.8342988286940198
2,80,0.7,0.5,random,2,0.09548873625910108,0.03122838146406349,0.06335855886158229
2,80,0.7,0.5,random,3,0.00583085349322805,0.00203820515014723,0.00393452932168764
2,80,0.7,0.5,random,4,0.00040917150397667355,0.00013572217350965064,0.0002724468387431621
2,80,0.7,0.5,random,5,3.0640799099814434e-05,9.900896562501828e-06,2.027084783115813e-05
2,80,0.7,0.5,random,6,2.394503534362341e-06,7.666092486825741e-07,1.5805563915224574e-06
2,80,0.7,0.5,random,7,1.9311496153235754e-07,6.17770791207974e-08,1.2744602032657748e-07
2,80,0.7,0.5,random,8,1.5964620061190857e-08,5.121892018912327e-09,1.0543256040051592e-08
2,80,0.7,0.5,random,9,1.346625071223718e-09,4.3376843919582335e-10,8.901967552097707e-10
2,80,0.7,0.5,random,10,1.1550249798987453e-10,3.73441160817438e-11,7.642330703580916e-11
2,80,0.7,0.5,random,11,1.0046044635969847e-11,3.2572882800971168e-12,6.651666458033482e-12
2,80,0.7,0.5,random,12,8.840116907303207e-13,2.869779684542058e-13,5.854948295922632e-13
2,80,0.7,0.5,random,13,7.855055616216182e-14,2.554818442069587e-14,5.204937029142885e-14
2,80,0.7,0.5,random,14,7.0353315646160444e-15,2.4026809819397506e-15,4.719006273277898e-15
2,80,0.7,0.5,random,15,7.080978122430141e-16,4.704752219253937e-16,5.892865170842038e-16
2,80,0.7,0.5,random,16,3.3379013018913204e-16,3.6893503965177647e-16,3.5136258492045426e-16
2,80,0.7,0.5,random,17,3.1780290776807764e-16,5.482645058951878e-16,4.330337068316327e-16
2,80,0.7,0.5,random,18,2.9992690523075354e-16,3.274104438788393e-16,3.136686745547964e-16
2,80,0.7,0.5,random,19,2.9702942493689016e-16,3.571724211332163e-16,3.2710092303505325e-16
2,80,0.7,0.5,random,20,3.0407040182849384e-16,2.9158379698712864e-16,2.9782709940781127e-16
3,80,0.7,0.5,random,1,0.7855366443642836,0.8844127201004323,0.8349746822323579
3,80,0.7,0.5,random,2,0.09806385717395216,0.03473364278487677,0.06639874997941447
3,80,0.7,0.5,random,3,0.0060941668667842215,0.0024038876736862925,0.004249027270235257
3,80,0.7,0.5,random,4,0.00044494484654170486,0.00016695419650731078,0.00030594952152450785
